,question,answer,answer_html,link,name,source,category,country,region,city,lang,last_update,question_ar,answer_ar
129,Can humans become infected with the COVID-19 from an animal source?,"Coronaviruses are a large family of viruses that are common in animals. Occasionally, people get infected with these viruses which may then spread to other people. For example, SARS-CoV was associated with civet cats and MERS-CoV is transmitted by dromedary camels. Possible animal sources of COVID-19 have not yet been confirmed.  

To protect yourself, such as when visiting live animal markets, avoid direct contact with animals and surfaces in contact with animals. Ensure good food safety practices at all times. Handle raw meat, milk or animal organs with care to avoid contamination of uncooked foods and avoid consuming raw or undercooked animal products.","<p></p><p>Coronaviruses are a large family of viruses that are common in animals. Occasionally, people get infected with these viruses which may then spread to other people. For example, SARS-CoV was associated with civet cats and MERS-CoV is transmitted by dromedary camels. Possible animal sources of COVID-19 have not yet been confirmed. &nbsp;</p><p>To protect yourself, such as when visiting live animal markets, avoid direct contact with animals and surfaces in contact with animals. Ensure good food safety practices at all times. Handle raw meat, milk or animal organs with care to avoid contamination of uncooked foods and avoid consuming raw or undercooked animal products.</p><p></p>",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,Q&A on coronaviruses (COVID-19),World Health Organization (WHO),,,,,en,2020/03/17,هل يمكن أن يصاب البشر بـ COVID-19 من مصدر من مصدر الحيوان؟,"الفيروسات التاجية هي عائلة كبيرة من الفيروسات الشائعة في الحيوانات. في بعض الأحيان، يصاب الناس بهذه الفيروسات التي قد تنتشر بعد ذلك إلى أشخاص آخرين. فعلى سبيل المثال، ارتبط مرض الالتهاب الرئوي الحاد (سارز-كوف) بقطط الزباد، وينتقل فيروس كورونا المسبب لمتلازمة الشرق الأوسط التنفسية عن طريق الإبل الدارومية. ولم يتم بعد تأكيد المصادر الحيوانية المحتملة للكوفيد-19.  

لحماية نفسك، مثل عند زيارة أسواق الحيوانات الحية، تجنب الاتصال المباشر مع الحيوانات والأسطح في اتصال مع الحيوانات. ضمان الممارسات الجيدة لسلامة الأغذية في جميع الأوقات. التعامل مع اللحوم النيئة أو الحليب أو الأعضاء الحيوانية بعناية لتجنب تلوث الأطعمة غير المطبوخة وتجنب استهلاك المنتجات الحيوانية النيئة أو غير المطبوخة جيدا."
130,Can I catch COVID-19 from my pet?,"While there has been one instance of a dog being infected in Hong Kong, to date, there is no evidence that a dog, cat or any pet can transmit COVID-19. COVID-19 is mainly spread through droplets produced when an infected person coughs, sneezes, or speaks. To protect yourself, clean your hands frequently and thoroughly. 

WHO continues to monitor the latest research on this and other COVID-19 topics and will update as new findings are available.
","<p>While there has been&nbsp;one instance of a dog being infected in Hong Kong, to&nbsp;date, there is no evidence that a dog, cat or any pet can transmit COVID-19. COVID-19 is mainly spread through droplets produced when an infected person coughs, sneezes, or speaks. To protect yourself, clean your hands frequently and thoroughly.&nbsp;<br /></p><p>WHO continues to monitor the latest research on this and other COVID-19 topics and will update as new findings are available.</p><p>&nbsp;</p><p></p>",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,Q&A on coronaviruses (COVID-19),World Health Organization (WHO),,,,,en,2020/03/17,هل يمكنني التقاط COVID-19 من الحيوانات الأليفة؟,"في حين كانت هناك حالة واحدة من إصابة الكلب في هونغ كونغ، حتى الآن، لا يوجد دليل على أن الكلب أو القط أو أي الحيوانات الأليفة يمكن أن تنقل COVID-19. وينتشر COVID-19 بشكل رئيسي من خلال قطرات تنتج عندما يسعل شخص مصاب أو يعطس أو يتحدث. لحماية نفسك، قم بتنظيف يديك بشكل متكرر وشامل. 

وتواصل منظمة الصحة العالمية رصد آخر البحوث المتعلقة بهذا الموضوع وغيره من المواضيع المتعلقة بالبرنامج الحادي عشر، وستُحدَّث بعد توافر نتائج جديدة."
131,How long does the virus survive on surfaces?,"It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other coronaviruses. Studies suggest that coronaviruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days. This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).

If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Clean your hands with an alcohol-based hand rub or wash them with soap and water. Avoid touching your eyes, mouth, or nose","<p>It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other coronaviruses. Studies suggest that coronaviruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days. This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).</p><p>If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Clean your hands with an alcohol-based hand rub or wash them with soap and water. Avoid touching your eyes, mouth, or nose.</p>",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,Q&A on coronaviruses (COVID-19),World Health Organization (WHO),,,,,en,2020/03/17,كم من الوقت يبقى الفيروس على قيد الحياة على الأسطح؟,"ليس من المؤكد كم من الوقت يبقى الفيروس الذي يسبب COVID-19 على قيد الحياة على الأسطح ، ولكن يبدو أنه يبدو أنه يَعْرَممثل الفيروسات التاجية الأخرى. تشير الدراسات إلى أن الفيروسات التاجية (بما في ذلك المعلومات الأولية عن فيروس COVID-19) قد تستمر على الأسطح لبضع ساعات أو حتى عدة أيام. وقد يختلف ذلك في ظروف مختلفة (مثل نوع السطح أو درجة الحرارة أو رطوبة البيئة).

إذا كنت تعتقد أن السطح قد يكون مصابا، وتنظيفه مع مطهر بسيط لقتل الفيروس وحماية نفسك والآخرين. تنظيف يديك مع فرك اليد القائمة على الكحول أو غسلها بالماء والصابون. تجنب لمس عينيك أو فمك أو أنفك"
132,Is it safe to receive a package from any area where COVID-19 has been reported?,"Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ","<p>Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.&nbsp;</p>",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,Q&A on coronaviruses (COVID-19),World Health Organization (WHO),,,,,en,2020/03/17,هل من الآمن استلام طرد من أي منطقة تم الإبلاغ عنها من COVID-19؟,نعم. واحتمال قيام شخص مصاب بتلويث السلع التجارية منخفض، كما أن خطر الإصابة بالفيروس الذي يسبب COVID-19 من طرد تم نقله وسفره وتعريضه لظروف ودرجة حرارة مختلفة منخفض أيضاً.
133,Is there anything I should not do?,"The following measures ARE NOT effective against COVID-2019 and can be harmful:

Smoking
Wearing multiple masks
Taking antibiotics (See question 10 ""Are there any medicines of therapies that can prevent or cure COVID-19?"")
In any case, if you have fever, cough and difficulty breathing seek medical care early to reduce the risk of developing a more severe infection and be sure to share your recent travel history with your health care provider.","<p>The following measures <strong><span style=""text-decoration:underline;"">ARE NOT</span></strong> effective against COVID-2019 and can be harmful:</p><ul><li>Smoking</li><li>Wearing multiple masks</li><li>Taking antibiotics (See question 10 ""<em>Are there any medicines of therapies that can prevent or cure COVID-19?</em>"")</li></ul><p><strong>In any case, if you have fever, cough and difficulty breathing seek medical care early</strong> to reduce the risk of developing a more severe infection and be sure to share your recent travel history with your health care provider.</p>",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,Q&A on coronaviruses (COVID-19),World Health Organization (WHO),,,,,en,2020/03/17,هل هناك أي شيء لا يجب أن أفعله؟,"التدابير التالية ليست فعالة ضد COVID-2019 ويمكن أن تكون ضارة:

المدخنين
ارتداء أقنعة متعددة
تناول المضادات الحيوية (انظر السؤال 10 ""هل هناك أي أدوية للعلاجات التي يمكن أن تمنع أو تعالج COVID-19؟""
على أي حال، إذا كنت تعاني من الحمى والسعال وصعوبة في التنفس اطلب الرعاية الطبية مبكرًا لتقليل خطر الإصابة بعدوى أكثر حدة وتأكد من مشاركة تاريخ سفرك الحديث مع مقدم الرعاية الصحية."
134,What should I do if I have symptoms or have been exposed?,"Call  your healthcare provider, or call before going to the emergency room.
We have guidance available for people who have or think they may have COVID-19:
What to do if you have confirmed or suspected coronavirus disease (COVID-19) (PDF) 
What to do if you were potentially exposed to someone with confirmed coronavirus disease (COVID-19) (PDF)
What to do if you have symptoms of coronavirus disease 2019 (COVID-19) and have not been around anyone who has been diagnosed with COVID-19 (PDF)","<ul class=""linklist"">
 <li>Call&nbsp; your healthcare provider, or call before going to the emergency room.</li>
 <li>We have guidance available for people who have or think they may have COVID-19:
 <ul class=""linklist"">
  <li><u><a href=""/Portals/1/Documents/1600/coronavirus/COVIDcasepositive_3.15.20.pdf"">What to do if you have confirmed or suspected coronavirus disease (COVID-19) (PDF)</a></u>&nbsp;</li>
  <li><u><a href=""/Portals/1/Documents/1600/coronavirus/COVIDexposed.pdf"">What to do if you were potentially exposed to someone with confirmed coronavirus disease (COVID-19) (PDF)</a></u></li>
  <li><u><a href=""/Portals/1/Documents/1600/coronavirus/COVIDconcerned_3.15.20.pdf"">What to do if you have symptoms of coronavirus disease 2019 (COVID-19) and have not been around anyone who has been diagnosed with COVID-19 (PDF)</a></u></li>
 </ul>
 </li>
</ul>",https://www.doh.wa.gov/Emergencies/Coronavirus,2019 Novel Coronavirus Outbreak (COVID-19),Washington State Department of Health,Symptoms and Testing,USA,Washington,,en,2020/03/17,ماذا يجب أن أفعل إذا كان لدي أعراض أو تعرضت؟,"اتصل بمقدم الرعاية الصحية الخاص بك، أو اتصل قبل الذهاب إلى غرفة الطوارئ.
لدينا إرشادات متاحة للأشخاص الذين لديهم أو يعتقدون أنهم قد يكون لديهم COVID-19:
ما يجب القيام به إذا كنت قد أكدت أو يشتبه في مرض الفيروس التاجي (COVID-19) (PDF) 
ماذا تفعل إذا كنت قد تعرضت لشخص مصاب بمرض فيروس كورونا مؤكد (COVID-19) (PDF)
ماذا تفعل إذا كان لديك أعراض مرض الفيروس التاجي 2019 (COVID-19) ولم تكن حول أي شخص تم تشخيصه بـ COVID-19 (PDF)"
135,How do I get tested?,"If you have symptoms, call your healthcare provider.
Learn more about testing.","<ul class=""linklist"">
 <li>If you have symptoms, call your healthcare provider.</li>
 <li><a href=""/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19"">Learn more about testing</a>.</li>
</ul>",https://www.doh.wa.gov/Emergencies/Coronavirus,2019 Novel Coronavirus Outbreak (COVID-19),Washington State Department of Health,Symptoms and Testing,USA,Washington,,en,2020/03/17,كيف يمكنني الحصول على اختبار؟,"إذا كانت لديك أعراض، اتصل بمقدم الرعاية الصحية.
تعرف على المزيد عن الاختبار."
136,What's the current risk?,"The risk posed by a virus outbreak depends on factors including how well it spreads between people, the severity of the illness it causes, and the medical or other measures we have to control the impact of the virus (for example, vaccine or treatment medications).

COVID-19 is spreading in several communities in Washington, the risk of exposure is increasing for people who live in our state.
Healthcare workers caring for patients with COVID-19 are at elevated risk of exposure.
Those who have had close contact with persons with COVID-19 are at elevated risk of exposure.
Travelers returning from affected international locations where community spread is occurring are at elevated risk of exposure.
Our knowledge of COVID-19 is still rapidly evolving. The risk assessment will be updated as needed.","<p>The risk posed by a virus outbreak depends on factors including how well it spreads between people, the severity of the illness it causes, and the medical or other measures we have to control the impact of the virus (for example, vaccine or treatment medications).</p>

<ul class=""condensed"">
 <li>COVID-19 is spreading in several communities in Washington, the risk of exposure is increasing for people who live in our state.</li>
 <li>Healthcare workers caring for patients with COVID-19 are at elevated risk of exposure.</li>
 <li>Those who have had close contact with persons with COVID-19 are at elevated risk of exposure.</li>
 <li>Travelers returning from affected international locations where community spread is occurring are at elevated risk of exposure.</li>
</ul>

<p>Our knowledge of COVID-19 is still rapidly evolving. The risk assessment will be updated as needed.</p>",https://www.doh.wa.gov/Emergencies/Coronavirus,2019 Novel Coronavirus Outbreak (COVID-19),Washington State Department of Health,,USA,Washington,,en,2020/03/17,ما هي المخاطر الحالية؟,"يعتمد الخطر الذي تشكله فاشية الفيروس على عوامل من بينها مدى انتشاره بين الناس، وشدة المرض الذي يسببه، والتدابير الطبية أو غيرها من التدابير التي يتعين علينا السيطرة عليها للسيطرة على تأثير الفيروس (على سبيل المثال، اللقاح أو أدوية العلاج).

تنتشر COVID-19 في العديد من المجتمعات المحلية في واشنطن، وخطر التعرض يتزايد بالنسبة للأشخاص الذين يعيشون في ولايتنا.
العاملين في مجال الرعاية الصحية رعاية المرضى الذين يعانون من COVID-19 هم في خطر التعرض مرتفعة.
وأولئك الذين كانوا على اتصال وثيق بالأشخاص المصابين بثاني أكسيد الكربون -19 معرضون لخطر التعرض الشديد.
المسافرون العائدون من المواقع الدولية المتضررة التي ينتشر فيها المجتمع المحلي معرضون لخطر التعرض بشكل كبير.
معرفتنا COVID-19 لا تزال تتطور بسرعة. وسيجري تحديث تقييم المخاطر حسب الحاجة."
137,How can people protect themselves?,"There is currently no vaccine to prevent COVID-19. The best way to prevent illness is to avoid being exposed to this virus. The virus is thought to spread mainly from person-to-person between people who are in close contact with one another (within about 6 feet). This occurs through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. Older adults and people who have severe underlying chronic medical conditions like heart or lung disease or diabetes seem to be at higher risk for developing more serious complications from COVID-19 illness. Every person has a role to play. So much of protecting yourself and your family comes down to common sense: 

Washing hands with soap and water.
Clean and disinfect frequently touched surfaces daily. If surfaces are dirty, clean them using detergent or soap and water prior to disinfection.
Avoiding touching eyes, nose or mouth with unwashed hands.
Cover your cough or sneeze with a tissue or your elbow.
Avoiding close contact with people who are sick.
Staying away from work, school or other people if you become sick with respiratory symptoms like fever and cough.
Following guidance from public health officials.
Please consult with your health care provider about additional steps you may be able to take to protect yourself.
","There is currently no vaccine to prevent COVID-19. The best way to prevent illness is to avoid being exposed to this virus. The virus is thought to spread mainly from person-to-person between people who are in close contact with one another (within about 6 feet). This occurs through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. Older adults and people who have severe underlying chronic medical conditions&#160;like heart or lung disease or diabetes seem to be at higher risk for developing more serious complications from COVID-19 illness.&#160;Every person has a role to play. So much of protecting yourself and your family comes down to common sense:&#160;</p><ul style=""list-style-type: disc;""><li>Washing hands with soap and water.<br/></li><li>Clean and disinfect&#160;frequently touched surfaces&#160;daily. If surfaces are dirty, clean them using detergent or soap and water prior to disinfection.<br/></li><li>Avoiding touching eyes, nose or mouth with unwashed hands.</li><li>Cover your cough or sneeze with a tissue or your elbow.<br/></li><li>Avoiding close contact with people who are sick.</li><li>Staying away from work, school or other people if you become sick with respiratory symptoms like fever and cough.</li><li>Following guidance from public health officials.<br/></li></ul><div>Please consult with your health care provider about additional steps you may be able to take to protect yourself.",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx#,Coronavirus Disease-2019 (COVID-19),California Department of Public Health,,USA,California,,en,2020/03/17,كيف يمكن للناس حماية أنفسهم؟,"ولا يوجد حالياً لقاح للوقاية من COVID-19. أفضل طريقة للوقاية من المرض هو تجنب التعرض لهذا الفيروس. ويعتقد أن الفيروس ينتشر أساسا من شخص إلى شخص بين الناس الذين هم على اتصال وثيق مع بعضها البعض (في غضون حوالي 6 أقدام). يحدث هذا من خلال قطرات الجهاز التنفسي المنتجة عندما يسعل شخص مصاب أو يعطس. يمكن لهذه القطرات أن تهبط في أفواه أو أنوف الأشخاص القريبين أو ربما يتم استنشاقهم في الرئتين. كبار السن والأشخاص الذين يعانون من حالات طبية مزمنة خطيرة الكامنة مثل أمراض القلب أو الرئة أو مرض السكري ويبدو أن أكثر عرضة لتطوير مضاعفات أكثر خطورة من مرض COVID-19. كل شخص لديه دور يلعبه. الكثير من حماية نفسك وعائلتك يأتي إلى الحس السليم: 

غسل اليدين بالماء والصابون.
تنظيف وتطهير الأسطح التي كثيرا ما لامست يوميا. إذا كانت الأسطح قذرة، قم بتنظيفها باستخدام المنظفات أو الصابون والماء قبل التطهير.
تجنب لمس العينين أو الأنف أو الفم بأيدي غير مغسولة.
غطي السعال أو العطس بنسيج أو مرفقك.
تجنب الاتصال الوثيق مع الأشخاص المرضى.
الابتعاد عن العمل أو المدرسة أو غيرهم من الأشخاص إذا مرضت بأعراض الجهاز التنفسي مثل الحمى والسعال.
بناء على توجيهات من مسؤولي الصحة العامة.
يرجى استشارة مقدم الرعاية الصحية حول الخطوات الإضافية التي قد تتمكن من اتخاذها لحماية نفسك."
138,Who is at Higher Risk for Serious Illness from COVID-19?,"Early information out of China, where COVID-19 first started, shows that some people are at higher risk of getting very sick from this illness. This includes:

Older adults (65+)
Individuals with compromised immune systems
Individuals who have serious chronic medical conditions like:
Heart disease
Diabetes
Lung disease
If you are at higher risk for serious illness from COVID-19 because of your age or health condition, it is important for you to take actions to reduce your risk of getting sick with the disease, including: 

Isolate at home and practice social distancing.
Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing, or having been in a public place.
Avoiding touching eyes, nose or mouth with unwashed hands.
Avoid close contact with people who are sick, and stay away from large gatherings and crowds.
Consider ways of getting food brought to your house through family, social, or commercial networks.
It is also important that you listen to public health officials who may recommend community actions to reduce potential exposure to COVID-19, especially if COVID-19 is spreading in your community.

For more information visit the CDC's website.
","<p>Early information out of China, where COVID-19 first started, shows that some people are at higher risk of getting very sick from this illness. This includes:</p><ul style=""list-style-type: disc;""><li>Older adults (65+)<br/></li><li>Individuals with compromised immune systems</li><li>Individuals who have serious chronic medical conditions like:</li><ul style=""list-style-type: disc;""><li>Heart disease</li><li>Diabetes<br/></li><li>Lung disease</li></ul></ul><p>If you are at higher risk for serious illness from COVID-19 because of your age or health condition, it is important for you to take actions to reduce your risk of getting sick with the disease, including:&#160;</p><ul style=""list-style-type: disc;""><ul style=""list-style-type: disc;""><li>Isolate at home and practice social distancing.<br/></li><li>Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing, or having been in a public place.</li><li>Avoiding touching eyes, nose or mouth with unwashed hands.</li><li>Avoid close contact with people who are sick, and stay away from large gatherings and crowds.</li><li>Consider ways of getting food brought to your house through family, social, or commercial networks.</li></ul></ul><p>It is also important that you listen to public health officials who may recommend community actions to reduce potential exposure to COVID-19, especially if COVID-19 is spreading in your community.</p><p>For more information visit the <a title=""Centers for Disease Control and Prevention (CDC) Coronavirus Disease 2019 (COVID-19) People at Risk for Serious Illness web page"" href=""https://urldefense.proofpoint.com/v2/url?u=https-3A__gcc01.safelinks.protection.outlook.com_-3Furl-3Dhttps-253A-252F-252Furldefense.proofpoint.com-252Fv2-252Furl-253Fu-253Dhttps-2D3A-5F-5Fwww.cdc.gov-5Fcoronavirus-5F2019-2D2Dncov-5Fspecific-2D2Dgroups-5Fhigh-2D2Drisk-2D2Dcomplications.html-2526d-253DDwMFAg-2526c-253DLr0a7ed3egkbwePCNW4ROg-2526r-253Dlxj9wEtqoEBAma-2DTvya2HHzMHlIs09hc7DK0RmkepS4-2526m-253DV2EVxRMTi5FAHDCdmRHFtUjpfIcsPoV9Gr6n20dAmwM-2526s-253DjPgSs8PrxNImeRpRsS6ThZG41cHTT68xerAZhgShHYw-2526e-253D-26data-3D02-257C01-257CRodger.Butler-2540CHHS.CA.GOV-257C333b0df2a3b04298b3ff08d7c475a830-257C265c2dcd2a6e43aab2e826421a8c8526-257C0-257C0-257C637193881931550319-26sdata-3D1ZpwgACOG4mLCcu92UIEQa3evk2-252BsdS7xf97w03pIc4-253D-26reserved-3D0&amp;d=DwMFAg&amp;c=Lr0a7ed3egkbwePCNW4ROg&amp;r=A8VAk1UqlhJEq2Og-b-nDxDHMjfghjmh7lKv268JP9I&amp;m=8Faq2TFd13Q6GR3KgFju2VLsozgp8W9V8OBM9FIG4Y4&amp;s=HQvG44tZ46a0QqG4yAJ-3XCE02YE9VANU3uOJjb6ci0&amp;e="">CDC&#39;s website</a>.<br/></p>",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx#,Coronavirus Disease-2019 (COVID-19),California Department of Public Health,,USA,California,,en,2020/03/17,من هو الأكثر عرضة للإصابة بمرض خطير من COVID-19؟,"وتظهر المعلومات المبكرة من الصين، حيث بدأ COVID-19 لأول مرة، أن بعض الناس هم أكثر عرضة للإصابة بمرض شديد من هذا المرض. ويشمل ذلك ما يلي:

كبار السن (65+)
الأفراد الذين يعانون من ضعف الجهاز المناعي
الأفراد الذين يعانون من حالات طبية مزمنة خطيرة مثل:
أمراض القلب
مرض السكري
أمراض الرئة
إذا كنت أكثر عرضة للإصابة بمرض خطير من COVID-19 بسبب عمرك أو حالتك الصحية، فمن المهم بالنسبة لك اتخاذ إجراءات للحد من خطر الإصابة بالمرض، بما في ذلك: 

عزل في المنزل وممارسة الابتعاد الاجتماعي.
اغسل يديك غالبًا بالماء والصابون لمدة 20 ثانية على الأقل، خاصة بعد نفخ الأنف أو السعال أو العطس أو وجود مكان عام.
تجنب لمس العينين أو الأنف أو الفم بأيدي غير مغسولة.
تجنب الاتصال الوثيق مع المرضى، والابتعاد عن التجمعات الكبيرة والحشود.
فكر في طرق جلب الطعام إلى منزلك من خلال الشبكات العائلية أو الاجتماعية أو التجارية.
من المهم أيضًا الاستماع إلى مسؤولي الصحة العامة الذين قد يوصيون باتخاذ إجراءات مجتمعية للحد من التعرض المحتمل لـ COVID-19 ، خاصة إذا كان COVID-19 ينتشر في مجتمعك.

لمزيد من المعلومات يرجى زيارة موقع مركز السيطرة على الأمراض."
139,What should you do if you think you're sick?,"Call ahead: If you are experiencing symptoms of COVID-19, and may have had contact with a person with COVID-19 or recently traveled to countries with apparent community spread, call your health care provider or local public health department first before seeking medical care so that appropriate precautions can be taken.","<p><strong>Call ahead:</strong> If you are experiencing symptoms of COVID-19, and may have had contact with a person with COVID-19 or recently traveled to countries with apparent community spread, call your health care provider or local public health department first before seeking medical care so that appropriate precautions can be taken.</p>",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx#,Coronavirus Disease-2019 (COVID-19),California Department of Public Health,,USA,California,,en,2020/03/17,ماذا يجب أن تفعل إذا كنت تعتقد أنك مريض؟,اتصل مسبقًا: إذا كنت تعاني من أعراض COVID-19، وربما كان لديك اتصال مع شخص مصاب بـ COVID-19 أو سافرت مؤخرًا إلى بلدان ذات انتشار مجتمعي واضح، فاتصل بمقدم الرعاية الصحية أو إدارة الصحة العامة المحلية أولاً قبل البحث عن الرعاية الطبية بحيث يمكن اتخاذ الاحتياطات المناسبة.
140,"What is Novel Coronavirus (COVID-19)?
","Coronaviruses are a large group of viruses that are common among animals and humans. This novel coronavirus that causes COVID-19 is a newly discovered coronavirus that has not been previously detected in animals or humans. The source of this virus is not yet known.
",<p>Coronaviruses are a large group of viruses that are common among animals and humans. This&#160;novel coronavirus that causes COVID-19 is a newly discovered coronavirus that has not been previously detected in animals or humans. The source of this virus&#160;is not yet known.</p>,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx#,Coronavirus Disease-2019 (COVID-19),California Department of Public Health,,USA,California,,en,2020/03/17,ما هو فيروس كورونا الرواية (COVID-19)؟,الفيروسات التاجية هي مجموعة كبيرة من الفيروسات الشائعة بين الحيوانات والبشر. هذا الفيروس التاجي الجديد الذي يسبب COVID-19 هو فيروس كورونا المكتشف حديثا التي لم يتم الكشف عنها من قبل في الحيوانات أو البشر. مصدر هذا الفيروس غير معروف بعد.
141,"What are the symptoms of COVID-19?
","Typically, human coronaviruses cause mild-to-moderate respiratory illness. Symptoms are very similar to the flu, including:

Fever
Cough
Shortness of breath
COVID-19 can cause more severe respiratory illness.","<p>Typically, human coronaviruses cause mild-to-moderate respiratory illness. Symptoms are very similar to the flu, including:</p><ul style=""list-style-type: disc;""><li>Fever</li><li>Cough</li><li>Shortness of breath</li></ul><p>COVID-19 can cause more severe respiratory illness.</p>",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx#,Coronavirus Disease-2019 (COVID-19),California Department of Public Health,,USA,California,,en,2020/03/17,ما هي أعراض COVID-19?,"عادة، تسبب الفيروسات التاجية البشرية مرضًا تنفسية خفيفة إلى متوسطة. الأعراض مشابهة جدا للإنفلونزا، بما في ذلك:

حمي
السعال
ضيق في التنفس
COVID-19 يمكن أن يسبب مرضا ً تنفسية أكثر حدة."
142,"What is the treatment for COVID-19?
","From the international data we have, of those who have tested positive for COVID-19, approximately 80 percent do not exhibit symptoms that would require hospitalization. For patients who are more severely ill, hospitals can provide supportive care. We are continuing to learn more about this novel coronavirus and treatment may change over time. ","<p>From the international data we have, of those who have tested positive for COVID-19, approximately 80 percent do not exhibit symptoms that would require hospitalization. For patients who are more severely ill, hospitals can provide supportive care. We are continuing to learn&#160;more about this novel coronavirus and treatment may change over time.&#160;</p>",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx#,Coronavirus Disease-2019 (COVID-19),California Department of Public Health,,USA,California,,en,2020/03/17,ما هو علاج COVID-19؟,من البيانات الدولية لدينا، من أولئك الذين ثبتت إصابتهم بـ COVID-19، حوالي 80 في المئة لا تظهر عليهم الأعراض التي تتطلب دخول المستشفى. وبالنسبة للمرضى الذين يعانون من مرض أشد، يمكن للمستشفيات توفير الرعاية الداعمة. نحن مستمرون في معرفة المزيد عن هذا الفيروس التاجي الجديد وقد يتغير العلاج بمرور الوقت.
143,"How is it decided whether a person with a confirmed case of COVID-19 can self-isolate at home or must be confined to a hospital or elsewhere?
","Local health departments are working in partnership with the California Department of Public Health and the CDC, and making determinations on whether a person ill with COVID-19 requires hospitalization or if home isolation is appropriate. That decision may be based on multiple factors including severity of illness, need for testing, and appropriateness of home for isolation purposes.
","<p>Local health departments are working in partnership with the California Department of Public Health&#160;and the CDC, and making determinations on whether a person ill with COVID-19&#160;requires hospitalization or if home isolation is appropriate. That decision may be based on multiple factors including severity of illness, need for testing, and appropriateness of home for isolation purposes.</p>",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx#,Coronavirus Disease-2019 (COVID-19),California Department of Public Health,,USA,California,,en,2020/03/17,كيف يتقرر ما إذا كان الشخص الذي لديه حالة مؤكدة من COVID-19 يمكن عزل نفسه في المنزل أو يجب أن يكون محصورا في مستشفى أو في أي مكان آخر؟,وتعمل إدارات الصحة المحلية في شراكة مع وزارة الصحة العامة في كاليفورنيا ومركز السيطرة على الأمراض والوقاية منها، وتتخذ قرارات بشأن ما إذا كان الشخص المصاب بمرض COVID-19 يتطلب دخول المستشفى أو إذا كان العزل المنزلي مناسبًا. وقد يستند هذا القرار إلى عوامل متعددة بما في ذلك شدة المرض، والحاجة إلى الاختبار، وملاءمة المنزل لأغراض العزل.
